platform,content_id,content_type,upload_date,author_username,author_followers,likes,comments,shares,views,engagement_rate,hashtags,sentiment_score,trend_category,video_duration,thumbnail_clicks,subscribers_gained,retweets,quote_tweets,impressions,saves,story_views,is_sponsored,music_used,duets,challenge_tag
Instagram,IN_482360,short_video,2024-06-24 06:45:22,@lhodges,1563641,33287,4657,2131,569266,7.04,"['#Fashion', '#Tech']",0.29,Tech,,,,,,,1276.0,3621.0,False,,,
Facebook,FA_639077,video,2024-01-04 10:42:23,@elizabethhancock,1886226,25301,2503,12580,425565,9.49,"['#Gaming', '#Life']",-0.52,Fashion,,,,,,,,,,,,
Facebook,FA_519983,short_video,2024-04-19 03:14:22,@marthamassey,692843,2689,4630,18621,680350,3.81,"['#Tech', '#Gaming']",-0.12,Fashion,,,,,,,,,,,,
Facebook,FA_366666,reel,2024-12-30 13:30:35,@emilyrogers,1243202,4504,1602,3348,359858,2.63,"['#Tech', '#Gaming']",-0.15,Fashion,,,,,,,,,,,,
LinkedIn,LI_609108,video,2024-02-15 01:20:25,@randydavis,1967009,28189,9434,19632,661711,8.65,"['#Gaming', '#Fit']",-0.57,Tech,,,,,,,,,,,,
LinkedIn,LI_663982,short_video,2024-01-23 16:39:51,@whitney93,1362096,16618,2831,18388,662259,5.71,"['#Fit', '#Tech']",-0.8,Fashion,,,,,,,,,,,,
LinkedIn,LI_241865,video,2024-05-18 19:26:31,@matthewperez,532007,28628,6931,4803,606112,6.66,"['#Tech', '#Gaming']",0.09,Education,,,,,,,,,,,,
Twitter,TW_971120,reel,2024-04-22 01:23:40,@grantrick,1995194,47990,6993,11984,507765,13.19,"['#Life', '#Tech']",0.15,Tech,,,,4117.0,1265.0,216710.0,,,,,,
Twitter,TW_708571,video,2024-06-09 01:37:35,@jasminemcclain,347228,7641,1572,1976,830333,1.35,"['#Life', '#Fit']",0.66,Education,,,,2404.0,1163.0,365341.0,,,,,,
TikTok,TI_378612,video,2024-09-06 14:17:16,@william30,1973540,8238,517,16977,320073,8.04,"['#Fit', '#Tech']",-0.67,Tech,,,,,,,,,,trial,172.0,#actually
TikTok,TI_750677,short_video,2024-10-23 16:58:49,@julie49,1323877,31272,8659,16684,688213,8.23,"['#Gaming', '#Life']",0.48,Gaming,,,,,,,,,,like,368.0,#space
TikTok,TI_621798,short_video,2024-09-17 23:04:19,@fisherricky,682057,46700,4457,8203,20180,294.15,"['#Fashion', '#Gaming']",-0.56,Tech,,,,,,,,,,student,443.0,#this
Facebook,FA_725153,video,2024-03-11 09:34:59,@bergwendy,569928,5712,8441,13112,500543,5.45,"['#Gaming', '#Tech']",0.91,Fitness,,,,,,,,,,,,
Instagram,IN_334131,image,2024-11-30 19:46:53,@kevincampbell,1110832,15642,2400,7867,825975,3.14,"['#Fit', '#Fashion']",0.0,Fashion,,,,,,,4437.0,11917.0,True,,,
Facebook,FA_958575,short_video,2024-01-06 07:56:53,@larsonlisa,1011363,11995,2063,18878,577831,5.7,"['#Fit', '#Fashion']",-0.55,Tech,,,,,,,,,,,,
YouTube,YO_490924,image,2024-08-12 17:20:42,@blackvictoria,850424,26783,2427,17034,434637,10.64,"['#Fashion', '#Tech']",0.2,Gaming,14.6,1597.0,357.0,,,,,,,,,
Twitter,TW_827916,reel,2024-04-19 11:20:01,@rmclean,1370736,888,3737,19313,427149,5.6,"['#Gaming', '#Tech']",0.82,Fitness,,,,3054.0,797.0,791034.0,,,,,,
LinkedIn,LI_824742,image,2024-04-15 12:43:49,@mfuller,1587051,14916,3842,9002,961758,2.89,"['#Life', '#Fit']",-0.08,Fitness,,,,,,,,,,,,
Facebook,FA_919080,reel,2024-08-31 11:19:15,@xjohnson,1085771,12191,587,10059,521507,4.38,"['#Fashion', '#Fit']",0.68,Tech,,,,,,,,,,,,
Facebook,FA_412605,short_video,2024-10-22 23:23:33,@laurabruce,486061,10592,3900,7602,432395,5.11,"['#Tech', '#Life']",0.45,Gaming,,,,,,,,,,,,
YouTube,YO_957006,reel,2024-05-14 01:50:40,@jasonbrock,787340,44670,2337,3762,608340,8.35,"['#Fit', '#Tech']",0.32,Tech,50.77,9560.0,1000.0,,,,,,,,,
YouTube,YO_605429,video,2024-05-03 02:44:27,@edward94,1609982,11617,4455,19268,817148,4.32,"['#Tech', '#Fashion']",-0.95,Education,3.54,340.0,722.0,,,,,,,,,
TikTok,TI_518695,short_video,2024-08-30 08:32:03,@donna27,1743855,49066,9170,10639,908854,7.58,"['#Tech', '#Fit']",-0.45,Fashion,,,,,,,,,,smile,164.0,#I
LinkedIn,LI_950669,image,2024-02-28 13:39:22,@jerry65,16714,3887,6981,18739,826005,3.58,"['#Fit', '#Fashion']",0.33,Gaming,,,,,,,,,,,,
Twitter,TW_372432,reel,2024-03-15 14:26:18,@david14,941812,37005,493,5969,491845,8.84,"['#Fit', '#Tech']",-0.77,Fashion,,,,4144.0,1338.0,57098.0,,,,,,
Instagram,IN_923147,short_video,2024-02-20 20:49:24,@williamjones,1163374,2799,4863,12566,495122,4.09,"['#Tech', '#Fit']",-0.35,Fashion,,,,,,,3724.0,12991.0,False,,,
Facebook,FA_730434,video,2024-04-21 09:06:14,@dennismitchell,1607991,1927,5343,7758,224203,6.7,"['#Fit', '#Gaming']",-0.74,Education,,,,,,,,,,,,
Facebook,FA_481953,video,2024-04-06 12:44:55,@ericgarcia,454221,12443,4451,7261,563993,4.28,"['#Fashion', '#Gaming']",-0.09,Gaming,,,,,,,,,,,,
Twitter,TW_355720,image,2024-05-22 10:10:33,@ronaldcole,431470,36547,8120,11523,365447,15.38,"['#Fashion', '#Fit']",0.31,Gaming,,,,551.0,932.0,423248.0,,,,,,
YouTube,YO_587212,reel,2024-11-29 04:22:28,@parkercheryl,701051,22138,2503,1158,92030,28.03,"['#Life', '#Fit']",-0.46,Education,57.09,7014.0,469.0,,,,,,,,,
LinkedIn,LI_706140,video,2024-11-26 10:33:12,@mikescott,1005463,38618,4989,6014,624654,7.94,"['#Life', '#Tech']",0.01,Gaming,,,,,,,,,,,,
Twitter,TW_665977,reel,2024-09-25 07:05:46,@lmiller,636726,490,8650,15889,648301,3.86,"['#Fashion', '#Tech']",0.9,Fashion,,,,1061.0,1036.0,636136.0,,,,,,
Facebook,FA_141916,short_video,2024-10-10 19:36:52,@andrew71,1907220,28983,1336,3710,12207,278.77,"['#Life', '#Tech']",-0.45,Education,,,,,,,,,,,,
YouTube,YO_846694,video,2024-01-11 20:21:46,@reyesryan,50654,24780,2052,16082,395079,10.86,"['#Tech', '#Life']",-0.61,Tech,25.8,4794.0,51.0,,,,,,,,,
LinkedIn,LI_783483,image,2024-08-27 12:17:20,@tlittle,1468551,24565,7508,6915,430113,9.06,"['#Fit', '#Tech']",0.01,Fitness,,,,,,,,,,,,
Twitter,TW_215607,image,2024-10-07 19:32:33,@smithjohn,1603320,29781,1502,1540,350187,9.37,"['#Tech', '#Fit']",-0.36,Fashion,,,,1769.0,1368.0,647718.0,,,,,,
YouTube,YO_430385,video,2024-09-14 16:56:26,@william31,684297,34929,3662,11873,284672,17.73,"['#Fashion', '#Life']",-0.97,Fitness,11.07,3621.0,871.0,,,,,,,,,
LinkedIn,LI_141962,image,2024-05-03 15:13:24,@christinahanson,1105780,31416,2459,7543,212833,19.46,"['#Gaming', '#Fashion']",-0.62,Gaming,,,,,,,,,,,,
Twitter,TW_586897,short_video,2024-03-14 02:39:54,@omcdowell,656039,27381,6334,13329,358517,13.12,"['#Fashion', '#Tech']",0.01,Gaming,,,,4177.0,1211.0,584589.0,,,,,,
Instagram,IN_673087,video,2024-02-28 00:55:57,@david21,409058,32577,5540,6966,40098,112.43,"['#Gaming', '#Fashion']",0.73,Gaming,,,,,,,4456.0,1223.0,True,,,
Instagram,IN_284288,video,2024-01-23 10:04:48,@sanchezdeborah,442530,18489,9922,4089,140243,23.17,"['#Gaming', '#Life']",-0.74,Fitness,,,,,,,2102.0,14948.0,True,,,
Facebook,FA_970581,reel,2024-08-04 15:44:29,@shawnchen,42190,28238,7417,2170,198470,19.06,"['#Gaming', '#Tech']",0.45,Fitness,,,,,,,,,,,,
LinkedIn,LI_195969,short_video,2024-08-23 19:32:50,@johnsonjulie,1253514,12141,5770,18624,804372,4.54,"['#Fit', '#Tech']",-0.42,Tech,,,,,,,,,,,,
TikTok,TI_955142,video,2024-02-23 10:47:55,@kellymacias,1613954,19012,3040,16796,771309,5.04,"['#Tech', '#Gaming']",-0.23,Tech,,,,,,,,,,suffer,218.0,#time
Twitter,TW_974854,image,2024-01-21 20:19:42,@gboone,854569,20653,8823,7843,552742,6.75,"['#Fashion', '#Tech']",-0.41,Fashion,,,,3050.0,1834.0,386049.0,,,,,,
Facebook,FA_142352,reel,2024-12-18 05:31:58,@matthewbraun,1427282,33200,5588,8069,972868,4.82,"['#Fit', '#Life']",-0.72,Education,,,,,,,,,,,,
TikTok,TI_263860,video,2024-04-02 01:34:11,@michael34,1864589,884,7954,17056,456043,5.68,"['#Fit', '#Fashion']",0.74,Education,,,,,,,,,,car,452.0,#change
Facebook,FA_924433,video,2024-04-16 13:49:28,@lesliepetty,29186,19742,2167,18920,9654,422.92,"['#Gaming', '#Life']",0.68,Fitness,,,,,,,,,,,,
TikTok,TI_151499,short_video,2024-08-16 07:31:01,@kellyhaney,1806539,21743,2717,9067,143076,23.43,"['#Gaming', '#Life']",0.13,Tech,,,,,,,,,,hundred,179.0,#star
Twitter,TW_205658,reel,2024-03-15 03:57:47,@hnicholson,294623,9513,3805,12792,177986,14.67,"['#Tech', '#Fashion']",0.8,Fashion,,,,3224.0,15.0,426387.0,,,,,,
Instagram,IN_381131,video,2024-04-24 22:53:13,@jacqueline90,1328829,39852,6900,14996,51134,120.76,"['#Gaming', '#Fit']",-0.43,Education,,,,,,,1091.0,18709.0,True,,,
YouTube,YO_154310,image,2024-01-06 02:30:15,@ufox,1290513,38374,3505,8232,695195,7.21,"['#Life', '#Gaming']",-0.85,Tech,52.96,974.0,30.0,,,,,,,,,
LinkedIn,LI_223403,image,2024-05-17 00:36:52,@kevinjackson,792353,39167,141,1105,279216,14.47,"['#Gaming', '#Life']",-0.67,Fashion,,,,,,,,,,,,
Facebook,FA_283076,short_video,2024-01-13 16:34:41,@hunteralejandro,1004506,5658,8373,14709,275444,10.43,"['#Tech', '#Gaming']",-0.6,Education,,,,,,,,,,,,
Instagram,IN_226494,video,2024-09-30 06:14:55,@racheltran,86985,15033,5143,10691,561542,5.5,"['#Gaming', '#Tech']",0.78,Fashion,,,,,,,1266.0,13468.0,True,,,
TikTok,TI_665885,short_video,2024-07-26 04:13:03,@charlottebrown,1526531,38528,2873,6031,483213,9.82,"['#Fit', '#Tech']",0.5,Tech,,,,,,,,,,base,310.0,#debate
YouTube,YO_902927,short_video,2024-03-13 14:25:02,@shawnmccarty,1534534,5759,7472,6647,422822,4.7,"['#Life', '#Tech']",0.44,Fitness,54.86,1031.0,883.0,,,,,,,,,
LinkedIn,LI_411976,short_video,2024-05-29 09:01:05,@uflores,876011,39189,5209,10628,271936,20.23,"['#Gaming', '#Fit']",-0.2,Tech,,,,,,,,,,,,
TikTok,TI_354503,video,2024-08-06 20:58:29,@stewartwhitney,289531,34435,4756,5713,906757,4.95,"['#Life', '#Fit']",0.97,Tech,,,,,,,,,,peace,22.0,#perhaps
Facebook,FA_993372,video,2024-03-22 16:25:33,@thomas71,835671,24343,1304,16193,433046,9.66,"['#Fashion', '#Fit']",-0.32,Fitness,,,,,,,,,,,,
Instagram,IN_137758,video,2024-08-22 02:33:13,@jmelton,938297,34129,7041,11010,162036,32.2,"['#Gaming', '#Life']",-0.19,Tech,,,,,,,2996.0,14495.0,True,,,
TikTok,TI_192516,reel,2024-10-21 18:56:33,@barbaramitchell,805531,23722,49,18114,84838,49.37,"['#Life', '#Tech']",-0.49,Fashion,,,,,,,,,,any,139.0,#clearly
YouTube,YO_966688,reel,2024-07-18 02:44:15,@porterlucas,1283077,41974,1161,19314,412748,15.13,"['#Tech', '#Fashion']",0.45,Fitness,33.6,6408.0,671.0,,,,,,,,,
YouTube,YO_387096,reel,2024-05-10 17:55:08,@franklinsusan,197906,18264,7613,3898,857081,3.47,"['#Life', '#Fashion']",-0.77,Fashion,27.05,5688.0,198.0,,,,,,,,,
Instagram,IN_698551,reel,2024-01-28 22:19:41,@sandersantonio,1878970,15346,7660,13082,525258,6.87,"['#Fashion', '#Tech']",-0.17,Fashion,,,,,,,3693.0,16574.0,False,,,
LinkedIn,LI_548438,image,2024-09-23 23:08:24,@daniel52,531614,44921,8085,17502,387352,18.2,"['#Fashion', '#Tech']",0.22,Gaming,,,,,,,,,,,,
Facebook,FA_965266,short_video,2024-03-20 05:27:06,@kdixon,870498,22283,5398,2699,133602,22.74,"['#Tech', '#Fashion']",0.69,Fashion,,,,,,,,,,,,
Facebook,FA_755295,reel,2024-07-15 23:41:25,@johnsonjason,213532,32464,5104,11990,846192,5.86,"['#Fashion', '#Tech']",0.15,Gaming,,,,,,,,,,,,
Instagram,IN_533738,video,2024-11-24 07:49:36,@carlaharrington,209683,45961,1306,16962,674316,9.53,"['#Fit', '#Life']",0.36,Fashion,,,,,,,418.0,3662.0,False,,,
Instagram,IN_310443,reel,2024-08-15 12:12:13,@selena72,1144614,41508,7194,7956,564354,10.04,"['#Fashion', '#Life']",-0.48,Fashion,,,,,,,1994.0,10855.0,False,,,
LinkedIn,LI_115830,reel,2024-03-14 03:57:38,@hwilliams,1641200,14955,6089,14290,500898,7.05,"['#Gaming', '#Life']",-0.36,Fitness,,,,,,,,,,,,
Instagram,IN_111654,video,2024-01-14 16:42:00,@vcampbell,81751,41089,6645,5653,306680,17.41,"['#Fashion', '#Life']",0.39,Fitness,,,,,,,2489.0,2168.0,True,,,
LinkedIn,LI_925410,video,2024-05-30 02:58:50,@swilson,195447,19709,8524,7159,730429,4.85,"['#Fit', '#Fashion']",-0.82,Gaming,,,,,,,,,,,,
Facebook,FA_647672,video,2024-11-11 15:50:17,@michelleking,962521,43570,6304,15866,313438,20.97,"['#Tech', '#Fit']",-0.15,Fitness,,,,,,,,,,,,
Twitter,TW_420471,image,2024-02-25 18:39:34,@nunezkevin,612895,45775,6042,655,595833,8.81,"['#Life', '#Fit']",-0.71,Tech,,,,4488.0,577.0,269275.0,,,,,,
YouTube,YO_821384,video,2024-12-13 00:32:44,@john73,659254,35534,4559,11308,42834,120.0,"['#Life', '#Fit']",0.71,Gaming,2.57,1282.0,13.0,,,,,,,,,
YouTube,YO_995255,short_video,2024-04-11 11:33:21,@alexandriabrewer,1476546,42987,1041,1915,528384,8.7,"['#Fashion', '#Tech']",0.44,Tech,49.88,9124.0,842.0,,,,,,,,,
TikTok,TI_273900,video,2024-01-27 15:33:12,@christina40,456528,44484,9228,10610,266871,24.1,"['#Tech', '#Fashion']",-0.33,Gaming,,,,,,,,,,bar,253.0,#modern
YouTube,YO_530705,short_video,2024-12-08 22:48:37,@crawfordcharles,1571290,25925,5470,1915,997173,3.34,"['#Tech', '#Fit']",0.85,Education,43.33,1460.0,592.0,,,,,,,,,
Twitter,TW_106215,video,2024-06-06 06:12:58,@mariahowell,124666,37710,6244,8429,422671,12.39,"['#Life', '#Fit']",0.81,Fitness,,,,4884.0,1706.0,710618.0,,,,,,
LinkedIn,LI_650942,reel,2024-09-16 18:02:56,@anna27,1257633,3682,3077,4521,29736,37.93,"['#Gaming', '#Fashion']",0.83,Education,,,,,,,,,,,,
TikTok,TI_969375,short_video,2024-02-21 23:42:46,@jenniferburke,852597,45498,9707,18566,680897,10.83,"['#Gaming', '#Life']",-0.2,Fashion,,,,,,,,,,majority,489.0,#share
LinkedIn,LI_930111,short_video,2024-02-07 03:31:07,@ujones,186071,685,4817,13616,291857,6.55,"['#Gaming', '#Tech']",-0.84,Fashion,,,,,,,,,,,,
Instagram,IN_220476,reel,2024-05-17 22:16:03,@idavis,757756,6995,1260,15280,198237,11.87,"['#Life', '#Gaming']",0.34,Fitness,,,,,,,486.0,10220.0,False,,,
Instagram,IN_614047,video,2024-03-23 11:32:21,@gsanchez,1432739,14483,9931,6052,988985,3.08,"['#Fashion', '#Tech']",0.67,Tech,,,,,,,4378.0,12041.0,False,,,
Facebook,FA_417468,reel,2024-09-26 18:29:43,@erinreeves,1191719,920,8625,14127,390221,6.07,"['#Tech', '#Fashion']",-0.95,Gaming,,,,,,,,,,,,
LinkedIn,LI_884690,short_video,2024-01-30 04:29:54,@benitezrobert,1193258,34223,7961,10902,272755,19.46,"['#Fit', '#Gaming']",0.16,Tech,,,,,,,,,,,,
TikTok,TI_951493,image,2024-08-20 23:11:30,@joy60,1989575,13088,3345,6084,419782,5.36,"['#Fit', '#Gaming']",-0.67,Fitness,,,,,,,,,,suddenly,262.0,#growth
Facebook,FA_245644,video,2024-01-22 07:33:58,@dmorgan,1772698,30662,7996,359,330558,11.8,"['#Fit', '#Gaming']",0.87,Education,,,,,,,,,,,,
YouTube,YO_132590,reel,2024-07-10 08:43:06,@zhammond,1268645,36899,8682,14747,889826,6.78,"['#Gaming', '#Tech']",-0.65,Fitness,7.63,7036.0,939.0,,,,,,,,,
Facebook,FA_239085,short_video,2024-03-12 07:02:59,@jay10,399119,17294,6041,13581,444485,8.31,"['#Fashion', '#Fit']",-0.07,Gaming,,,,,,,,,,,,
Twitter,TW_314852,video,2024-09-22 21:19:38,@obrienpatrick,1792881,7745,4020,12942,111565,22.15,"['#Fashion', '#Fit']",-0.4,Tech,,,,1522.0,1242.0,879472.0,,,,,,
TikTok,TI_576687,reel,2024-01-05 06:15:16,@lyork,538326,14997,9308,12126,921563,3.95,"['#Tech', '#Life']",0.01,Fashion,,,,,,,,,,Democrat,299.0,#reality
TikTok,TI_552407,image,2024-12-21 09:27:43,@davidwalker,977170,25872,2408,1366,843652,3.51,"['#Fit', '#Fashion']",0.43,Fashion,,,,,,,,,,draw,280.0,#way
Facebook,FA_777984,video,2024-12-11 03:47:55,@michael11,1761658,36660,3682,10808,655502,7.8,"['#Fashion', '#Gaming']",0.89,Gaming,,,,,,,,,,,,
Instagram,IN_383439,image,2024-08-14 22:01:20,@bryangreen,576018,29260,8646,13443,86296,59.5,"['#Tech', '#Gaming']",-0.08,Gaming,,,,,,,707.0,15331.0,True,,,
YouTube,YO_254124,short_video,2024-12-25 15:18:49,@raymonddavis,171332,37012,5376,8191,601587,8.41,"['#Tech', '#Fashion']",-0.87,Gaming,30.73,8567.0,978.0,,,,,,,,,
Twitter,TW_593427,short_video,2024-11-16 05:19:31,@david23,1907416,33354,6227,5363,49367,91.04,"['#Fashion', '#Life']",0.42,Education,,,,2387.0,881.0,546802.0,,,,,,
Twitter,TW_953891,reel,2024-01-25 07:01:41,@mary25,1888003,18995,7320,4629,702155,4.41,"['#Tech', '#Fashion']",-0.99,Gaming,,,,3728.0,1779.0,885862.0,,,,,,
Twitter,TW_921659,reel,2024-04-06 17:29:49,@icruz,932557,36185,8226,14968,85658,69.32,"['#Gaming', '#Fit']",-0.64,Gaming,,,,3788.0,1060.0,102646.0,,,,,,
Instagram,IN_300389,short_video,2024-08-24 07:42:54,@ybond,1299267,20642,7416,5433,642111,5.22,"['#Tech', '#Gaming']",-0.81,Tech,,,,,,,4492.0,18301.0,True,,,
Facebook,FA_993113,video,2024-05-04 08:26:53,@mollykelly,1564290,38714,3572,12483,738076,7.42,"['#Life', '#Gaming']",0.68,Gaming,,,,,,,,,,,,
Instagram,IN_390411,video,2024-12-13 11:55:39,@katherinefletcher,1210731,40152,6487,10016,575067,9.85,"['#Fashion', '#Fit']",0.31,Fashion,,,,,,,538.0,19192.0,False,,,
Twitter,TW_534639,reel,2024-02-07 11:42:33,@jessicahart,905566,34714,5999,8839,857109,5.78,"['#Gaming', '#Fashion']",0.78,Fitness,,,,2792.0,1076.0,56826.0,,,,,,
Facebook,FA_184910,reel,2024-07-26 23:18:57,@kfreeman,1421336,49481,8898,13052,309230,23.1,"['#Tech', '#Fit']",-0.27,Fitness,,,,,,,,,,,,
Facebook,FA_889750,reel,2024-04-14 23:05:22,@brendadavies,1696232,40032,1683,13399,556318,9.91,"['#Life', '#Fit']",-0.22,Education,,,,,,,,,,,,
TikTok,TI_312937,short_video,2024-04-21 16:26:49,@lgray,1175421,24836,6023,12880,473915,9.23,"['#Gaming', '#Tech']",0.7,Tech,,,,,,,,,,my,192.0,#development
Facebook,FA_290823,video,2024-08-31 12:41:30,@jennifer34,729761,5842,124,13079,613525,3.1,"['#Gaming', '#Life']",0.68,Fashion,,,,,,,,,,,,
TikTok,TI_472633,reel,2024-11-19 14:45:16,@ashleywillis,135210,4905,1841,1578,584983,1.42,"['#Fit', '#Fashion']",-0.09,Fashion,,,,,,,,,,change,452.0,#effort
Instagram,IN_696584,reel,2024-02-28 15:13:59,@jamesfranklin,1561738,445,2734,5746,578238,1.54,"['#Gaming', '#Tech']",0.72,Education,,,,,,,3268.0,4066.0,True,,,
Instagram,IN_693832,image,2024-01-18 19:01:29,@michaeljones,1877873,5375,8865,2475,388402,4.3,"['#Fit', '#Gaming']",-0.01,Fitness,,,,,,,3453.0,18468.0,False,,,
TikTok,TI_869020,image,2024-12-20 02:58:27,@beverly28,1545737,48088,4949,16022,468239,14.75,"['#Tech', '#Fit']",0.56,Fitness,,,,,,,,,,yourself,309.0,#mean
LinkedIn,LI_495554,video,2024-10-26 08:40:58,@martinezjeff,1008518,10779,8155,16432,890467,3.97,"['#Life', '#Tech']",-0.61,Gaming,,,,,,,,,,,,
TikTok,TI_753798,reel,2024-11-26 22:38:22,@christopher17,463329,44547,966,17000,376686,16.6,"['#Fit', '#Gaming']",-0.48,Fitness,,,,,,,,,,mouth,284.0,#whose
TikTok,TI_671742,reel,2024-05-22 22:10:54,@baileyvictoria,1065863,3911,2931,8155,684526,2.19,"['#Tech', '#Fashion']",-0.73,Tech,,,,,,,,,,kind,389.0,#but
YouTube,YO_694293,video,2024-10-03 23:22:57,@ohoward,318283,19346,3770,1409,105741,23.19,"['#Life', '#Fashion']",0.95,Fashion,44.46,4142.0,161.0,,,,,,,,,
TikTok,TI_321522,short_video,2024-12-07 21:31:47,@matthew30,250621,33869,1611,10958,536785,8.65,"['#Gaming', '#Fit']",0.93,Fashion,,,,,,,,,,evening,109.0,#put
TikTok,TI_142470,video,2024-09-11 09:35:43,@uboyer,849197,13594,2443,6177,347895,6.39,"['#Fit', '#Fashion']",-0.37,Fitness,,,,,,,,,,speech,50.0,#since
LinkedIn,LI_452458,reel,2024-06-02 07:45:40,@jeanne12,1870739,29304,563,2368,63484,50.78,"['#Gaming', '#Tech']",0.73,Gaming,,,,,,,,,,,,
Instagram,IN_342853,reel,2024-09-28 00:48:13,@nlindsey,1509767,47645,9100,14807,485100,14.75,"['#Tech', '#Life']",-0.71,Gaming,,,,,,,1388.0,11317.0,False,,,
Twitter,TW_417299,image,2024-10-14 09:46:44,@jennifer02,448675,42426,123,4628,41167,114.6,"['#Life', '#Gaming']",0.98,Fitness,,,,1786.0,1963.0,939589.0,,,,,,
Facebook,FA_486275,video,2024-09-16 17:32:17,@garciakathryn,1738947,29327,1596,3786,336261,10.32,"['#Life', '#Fit']",0.7,Fashion,,,,,,,,,,,,
LinkedIn,LI_357463,short_video,2024-11-22 10:17:23,@katelyn40,1694625,2208,8370,5973,157347,10.52,"['#Tech', '#Life']",0.78,Tech,,,,,,,,,,,,
LinkedIn,LI_925422,reel,2024-05-27 22:50:18,@catherineschmidt,1667404,20769,9947,9689,647975,6.24,"['#Fashion', '#Fit']",0.62,Fashion,,,,,,,,,,,,
Twitter,TW_392939,video,2024-08-01 08:18:48,@robertbartlett,65290,19508,9310,13792,417128,10.22,"['#Gaming', '#Life']",0.02,Fashion,,,,2069.0,1611.0,109639.0,,,,,,
Twitter,TW_564268,reel,2024-10-22 15:55:13,@andres74,1872029,5352,3336,19275,770928,3.63,"['#Fit', '#Tech']",-0.31,Education,,,,3306.0,1426.0,614166.0,,,,,,
Instagram,IN_125342,reel,2024-03-02 11:06:29,@sanchezbrooke,1370458,39526,669,14455,896670,6.09,"['#Life', '#Fashion']",0.86,Fitness,,,,,,,1742.0,14800.0,False,,,
YouTube,YO_370725,reel,2024-01-13 16:47:50,@kennedyryan,536958,36085,2859,6411,350427,12.94,"['#Fashion', '#Gaming']",-0.98,Fitness,52.66,5078.0,943.0,,,,,,,,,
Facebook,FA_458229,reel,2024-10-27 18:19:13,@davidrowe,1642776,19273,4550,17818,818590,5.09,"['#Life', '#Fit']",0.72,Gaming,,,,,,,,,,,,
Instagram,IN_752460,reel,2024-12-07 21:12:41,@avazquez,1380708,30147,2813,9188,152559,27.63,"['#Tech', '#Fashion']",-0.43,Gaming,,,,,,,3941.0,14834.0,True,,,
TikTok,TI_370182,short_video,2024-02-20 04:35:41,@joseschultz,1831096,20550,1651,11844,92299,36.89,"['#Tech', '#Fashion']",0.5,Fitness,,,,,,,,,,hot,169.0,#official
Twitter,TW_244203,video,2024-08-29 03:26:20,@hvaughn,923931,40587,4784,10586,638338,8.77,"['#Fit', '#Life']",-0.97,Fashion,,,,2335.0,1642.0,316000.0,,,,,,
Facebook,FA_845520,video,2024-10-27 08:09:01,@feliciahogan,1536206,17076,7379,17897,705911,6.0,"['#Fit', '#Fashion']",-0.87,Fitness,,,,,,,,,,,,
Twitter,TW_832396,short_video,2024-02-29 03:50:54,@ericmurillo,1691210,3650,7746,2104,840645,1.61,"['#Fit', '#Tech']",-0.86,Fitness,,,,435.0,602.0,103933.0,,,,,,
YouTube,YO_974626,short_video,2024-07-20 10:00:30,@longtonya,886792,22364,2195,6692,720004,4.34,"['#Fit', '#Tech']",0.8,Education,37.08,5579.0,589.0,,,,,,,,,
LinkedIn,LI_743069,video,2024-03-01 02:56:29,@bhayden,103711,46353,4275,12103,129411,48.47,"['#Tech', '#Fit']",-0.06,Tech,,,,,,,,,,,,
YouTube,YO_194080,video,2024-01-21 01:46:50,@matthewleblanc,1146517,34971,8025,9981,823396,6.43,"['#Life', '#Fashion']",-0.8,Fitness,15.03,2990.0,943.0,,,,,,,,,
LinkedIn,LI_743551,video,2024-05-12 02:09:27,@valenzuelamelanie,1441924,9181,2618,18775,72657,42.08,"['#Life', '#Tech']",-0.33,Fitness,,,,,,,,,,,,
Facebook,FA_942254,short_video,2024-02-17 10:30:31,@lisa74,1927303,36045,1248,486,248415,15.21,"['#Life', '#Tech']",-0.31,Gaming,,,,,,,,,,,,
Instagram,IN_205446,image,2024-12-03 18:25:07,@porterclayton,969167,23659,2471,4061,579432,5.21,"['#Tech', '#Fit']",0.95,Fitness,,,,,,,2858.0,13737.0,False,,,
LinkedIn,LI_409927,image,2024-03-01 14:45:15,@erin68,1733668,47788,6996,15545,241440,29.13,"['#Tech', '#Gaming']",-0.82,Fashion,,,,,,,,,,,,
Instagram,IN_353928,reel,2024-09-04 09:58:00,@wardnicholas,1625771,47271,5691,12147,776851,8.38,"['#Life', '#Tech']",-0.94,Fashion,,,,,,,4492.0,3255.0,False,,,
Facebook,FA_999533,reel,2024-12-19 21:53:17,@briannarice,829419,6952,706,8813,306079,5.38,"['#Tech', '#Fit']",0.85,Education,,,,,,,,,,,,
YouTube,YO_612503,reel,2024-09-05 13:46:11,@zayala,676068,7629,2752,6182,295160,5.61,"['#Fashion', '#Fit']",-0.18,Gaming,30.32,5437.0,709.0,,,,,,,,,
Instagram,IN_915576,image,2024-09-04 09:33:47,@melindaschmidt,154029,40823,4269,15296,187953,32.13,"['#Life', '#Fashion']",0.82,Tech,,,,,,,3980.0,4239.0,True,,,
Facebook,FA_355152,short_video,2024-11-16 03:02:50,@igoodwin,1299751,19305,7317,12238,310797,12.5,"['#Fashion', '#Fit']",0.17,Fitness,,,,,,,,,,,,
