platform,product_id,product_name,category,price,discount,sales_volume,ratings,reviews,seller_name,trend_score,search_rank,click_through_rate,assured_tag,exchange_offered,amazon_choice_badge,fulfillment_type,fashion_size,outfit_recommendations
Amazon,AMA_128014,Devolved intermediate adapter,Electronics,9.96,36%,5277,4.2,96,Dunlap-Nichols,41,#81,5.76%,,,False,FBA,,
Myntra,MYN_989710,Realigned content-based migration,Fitness,335.28,2%,9106,2.2,1713,Lambert-Hardin,46,#21,4.68%,,,,,XL,True
Amazon,AMA_510828,Networked analyzing structure,Home,115.16,50%,8546,3.7,532,Aguilar and Sons,80,#63,0.31%,,,True,FBM,,
Flipkart,FLI_880521,Secured cohesive archive,Fashion,265.4,0%,9214,2.6,1851,Johnson and Sons,47,#13,9.17%,False,False,,,,
Myntra,MYN_180340,Future-proofed human-resource monitoring,Electronics,200.54,47%,7551,1.3,891,"Hall, Pugh and Cohen",1,#17,1.0%,,,,,L,True
Amazon,AMA_906669,Cloned fresh-thinking open architecture,Home,331.27,44%,6330,3.8,1026,"Morrison, Schmidt and Rose",64,#16,9.61%,,,False,FBA,,
Myntra,MYN_965683,Programmable upward-trending functionalities,Fitness,271.49,6%,6720,4.0,1783,"Little, Moss and Williamson",13,#6,6.33%,,,,,S,False
Flipkart,FLI_817180,Progressive system-worthy protocol,Fashion,184.95,45%,4030,1.4,1691,Scott LLC,35,#89,1.49%,False,False,,,,
Amazon,AMA_680570,Total directional complexity,Electronics,322.83,38%,4504,3.1,729,Chavez-Brown,5,#55,6.21%,,,True,FBA,,
Myntra,MYN_893263,Open-architected coherent archive,Fitness,125.52,34%,2820,1.4,928,Mckinney-Flynn,29,#43,2.17%,,,,,M,True
Myntra,MYN_722775,Persistent solution-oriented architecture,Beauty,122.73,48%,9686,4.7,1686,Allen PLC,90,#40,3.31%,,,,,L,False
Myntra,MYN_392394,Compatible global core,Beauty,295.89,22%,5521,3.1,489,Parsons-Morris,90,#7,0.63%,,,,,L,True
Meesho,MEE_364307,Versatile user-facing flexibility,Home,470.76,22%,7963,4.4,620,Schroeder-Collier,77,#21,4.22%,,,,,,
Amazon,AMA_811264,Advanced empowering focus group,Fashion,339.34,22%,8643,2.0,27,Bell-Thomas,6,#39,6.18%,,,True,FBA,,
Amazon,AMA_174052,Sharable coherent application,Electronics,254.06,48%,4610,1.1,958,"Davila, Malone and Jones",11,#61,5.5%,,,True,FBA,,
Amazon,AMA_299037,Advanced attitude-oriented interface,Fashion,390.32,16%,9618,3.0,1763,Reilly-Hamilton,42,#78,8.46%,,,True,FBM,,
Amazon,AMA_169315,Quality-focused systematic support,Beauty,330.2,43%,6567,2.8,1966,Pham-Jacobson,27,#67,5.13%,,,True,FBM,,
Amazon,AMA_760328,Up-sized contextually-based infrastructure,Fashion,229.68,6%,234,3.9,1981,"Martin, Rojas and Santiago",24,#59,5.68%,,,False,FBM,,
Flipkart,FLI_516956,Up-sized maximized Local Area Network,Beauty,478.02,38%,7545,4.0,158,Mcdowell PLC,46,#54,1.26%,False,False,,,,
Amazon,AMA_102392,Proactive discrete approach,Fashion,360.4,12%,9523,1.8,697,Diaz-Johnson,45,#63,7.3%,,,True,FBA,,
Myntra,MYN_782692,Proactive local interface,Home,81.77,1%,5913,4.8,1157,"Singh, Edwards and Wright",40,#77,2.18%,,,,,L,True
Flipkart,FLI_465027,Up-sized high-level model,Beauty,289.96,38%,2585,1.9,513,"Brown, Robertson and Davis",61,#24,2.06%,False,False,,,,
Myntra,MYN_252629,Public-key bi-directional circuit,Electronics,340.72,24%,347,3.6,1899,Clayton-Duncan,25,#16,8.91%,,,,,L,False
Meesho,MEE_408586,Team-oriented secondary challenge,Beauty,127.51,10%,8745,1.9,910,Combs-Oconnor,69,#47,4.19%,,,,,,
Flipkart,FLI_997940,Proactive zero-defect budgetary management,Beauty,120.69,8%,5569,4.9,949,Watson-Hall,90,#45,2.47%,False,False,,,,
Flipkart,FLI_260911,Proactive explicit contingency,Beauty,123.99,19%,9203,3.9,657,Glenn Inc,17,#73,6.52%,True,False,,,,
Meesho,MEE_528376,Ergonomic mission-critical help-desk,Beauty,430.5,9%,6797,1.5,564,"Roberts, Kim and Johnson",12,#96,1.97%,,,,,,
Amazon,AMA_420207,Synchronized even-keeled algorithm,Electronics,347.05,39%,3493,3.4,1046,"Johnson, Turner and Bryant",63,#47,3.92%,,,False,FBA,,
Meesho,MEE_295309,Synergized composite collaboration,Fashion,23.85,8%,8368,3.6,1054,"King, Smith and Forbes",38,#49,3.47%,,,,,,
Flipkart,FLI_892617,User-centric system-worthy groupware,Electronics,423.99,44%,8117,4.5,293,Jackson and Sons,30,#28,0.46%,True,False,,,,
Amazon,AMA_420623,Extended non-volatile hierarchy,Home,271.2,4%,6873,2.7,1826,Simmons-Smith,93,#62,8.52%,,,True,FBA,,
Meesho,MEE_789638,Face-to-face dynamic success,Beauty,475.03,34%,9056,1.9,1241,Smith-Oneill,36,#76,5.71%,,,,,,
Myntra,MYN_488539,Mandatory local utilization,Fashion,374.24,17%,5617,3.8,293,Stewart Group,76,#62,4.92%,,,,,S,False
Meesho,MEE_477228,Object-based explicit initiative,Fitness,152.24,15%,1349,3.6,1437,Arnold-Mckenzie,21,#25,8.66%,,,,,,
Amazon,AMA_807196,Diverse full-range circuit,Fitness,280.42,8%,7135,4.5,254,"Green, Ward and Montoya",48,#55,8.07%,,,True,FBA,,
Amazon,AMA_821520,Vision-oriented user-facing success,Home,114.42,14%,6702,4.9,1413,Contreras-Moore,23,#57,7.73%,,,True,FBA,,
Amazon,AMA_260639,Vision-oriented neutral framework,Fashion,480.81,42%,8013,2.6,1612,Little-Espinoza,42,#41,3.65%,,,False,FBA,,
Flipkart,FLI_105614,Open-source intangible support,Fashion,34.75,44%,8742,3.6,479,Foster PLC,67,#47,4.68%,True,False,,,,
Amazon,AMA_501654,Function-based analyzing flexibility,Fitness,499.79,14%,8633,3.4,1620,Meyers-Richards,40,#87,3.0%,,,True,FBM,,
Flipkart,FLI_852562,Universal neutral structure,Home,104.3,18%,1268,1.2,1262,"Oliver, Johnson and Murray",28,#35,8.91%,False,True,,,,
Meesho,MEE_487433,Assimilated radical toolset,Electronics,230.98,48%,1746,4.0,1108,"Lewis, Parsons and Walters",97,#74,5.0%,,,,,,
Myntra,MYN_842029,Distributed executive artificial intelligence,Fashion,215.56,19%,3522,2.5,993,Miles and Sons,99,#29,2.49%,,,,,M,True
Flipkart,FLI_936640,Streamlined national ability,Home,411.47,34%,5895,3.3,795,Allen-Mccarty,2,#90,5.92%,False,True,,,,
Flipkart,FLI_157953,Team-oriented reciprocal extranet,Fitness,283.13,44%,4241,4.4,1946,Holder PLC,27,#91,7.92%,True,False,,,,
Meesho,MEE_248834,Fundamental coherent knowledge user,Electronics,287.76,19%,2521,3.3,1325,Ryan-Phillips,98,#93,0.88%,,,,,,
Myntra,MYN_607771,De-engineered value-added definition,Fitness,102.54,46%,8908,2.3,1243,"Hines, Patel and Gill",100,#38,2.97%,,,,,M,False
Flipkart,FLI_415329,Realigned demand-driven definition,Fashion,280.77,19%,1742,2.1,84,"Duran, Hoover and Osborn",3,#3,5.47%,False,False,,,,
Amazon,AMA_427898,Sharable fault-tolerant analyzer,Beauty,182.6,25%,4390,2.5,255,Livingston PLC,49,#82,6.87%,,,False,FBM,,
Flipkart,FLI_113150,Optional attitude-oriented access,Home,412.51,8%,1081,4.5,1240,Lewis-Lewis,41,#100,9.29%,True,True,,,,
Amazon,AMA_678709,Assimilated hybrid budgetary management,Fitness,350.2,43%,3745,4.4,157,"Duncan, Snyder and Lamb",48,#1,8.24%,,,False,FBA,,
Myntra,MYN_341504,Automated 6thgeneration archive,Home,34.09,33%,2759,4.9,771,"Jensen, Hill and Graham",13,#75,0.53%,,,,,M,True
Meesho,MEE_685289,Ameliorated optimizing moratorium,Fashion,76.27,31%,908,3.7,1169,Coleman-Washington,5,#54,4.3%,,,,,,
Myntra,MYN_924934,Synergized clear-thinking middleware,Electronics,384.14,35%,3148,4.1,1781,Stewart Group,21,#71,4.72%,,,,,L,True
Myntra,MYN_187734,Organized upward-trending service-desk,Beauty,232.89,48%,8110,2.9,1791,Stone PLC,0,#73,9.6%,,,,,S,True
Myntra,MYN_393910,Visionary stable database,Beauty,343.79,22%,62,4.6,256,"Mason, Williams and Schneider",47,#68,4.8%,,,,,XL,False
Myntra,MYN_377488,Total systematic algorithm,Beauty,293.83,18%,7904,1.7,73,Johnson Group,70,#84,3.15%,,,,,XL,False
Amazon,AMA_991997,Object-based exuding database,Electronics,155.75,18%,7603,4.0,890,Clark and Sons,55,#1,9.91%,,,False,FBA,,
Flipkart,FLI_364171,Function-based uniform access,Electronics,214.7,7%,1146,2.4,1612,Robertson and Sons,20,#33,2.46%,False,False,,,,
Flipkart,FLI_436159,Devolved modular forecast,Beauty,316.66,25%,2255,3.0,471,Anderson-Larson,28,#66,8.83%,False,True,,,,
Meesho,MEE_652901,Stand-alone 24/7 focus group,Fashion,469.04,33%,5428,1.5,1976,Morales Inc,93,#49,6.87%,,,,,,
Amazon,AMA_737038,Sharable mission-critical customer loyalty,Home,20.54,29%,5994,3.4,753,Edwards Ltd,14,#65,3.53%,,,False,FBA,,
Meesho,MEE_274926,Automated empowering policy,Fitness,199.25,35%,7967,2.7,101,Herring-Brown,17,#77,4.77%,,,,,,
Amazon,AMA_900419,Optional systematic adapter,Home,298.99,49%,4008,4.3,890,Hamilton-Brown,100,#23,5.52%,,,False,FBM,,
Meesho,MEE_657795,Assimilated coherent knowledgebase,Fashion,35.73,42%,2277,1.5,482,Calhoun LLC,48,#52,9.79%,,,,,,
Myntra,MYN_842796,Exclusive heuristic framework,Beauty,20.65,13%,4811,3.2,1934,"Johnson, Burch and Garza",45,#71,9.97%,,,,,XL,True
Meesho,MEE_775458,User-friendly even-keeled throughput,Electronics,85.99,47%,4179,3.3,326,Green-Lester,74,#37,9.05%,,,,,,
Amazon,AMA_794133,Switchable non-volatile website,Home,329.59,47%,7490,3.0,1363,Scott PLC,8,#41,5.52%,,,False,FBA,,
Amazon,AMA_623734,Compatible static open system,Beauty,401.16,12%,9574,4.1,1423,"Harris, Stewart and Dillon",29,#47,1.06%,,,True,FBA,,
Meesho,MEE_143760,Progressive context-sensitive open system,Beauty,372.07,20%,8949,2.6,1428,Davies Inc,38,#49,9.24%,,,,,,
Myntra,MYN_685799,Proactive 24hour algorithm,Fashion,82.99,28%,8478,2.2,198,Knight-Collier,62,#64,3.83%,,,,,M,True
Meesho,MEE_413263,Up-sized content-based flexibility,Home,202.11,1%,7460,1.9,1173,Gross-Perez,18,#42,9.3%,,,,,,
Amazon,AMA_174476,Programmable object-oriented interface,Fitness,477.13,24%,2771,2.6,495,Morgan PLC,73,#22,9.81%,,,True,FBA,,
Amazon,AMA_970778,Monitored intermediate attitude,Fashion,333.94,29%,4695,2.3,526,Kelly PLC,29,#72,6.39%,,,False,FBA,,
Flipkart,FLI_706199,Cross-group maximized secured line,Fashion,199.88,44%,8510,1.2,433,Lopez and Sons,56,#24,8.59%,True,True,,,,
Flipkart,FLI_897305,Organic clear-thinking encoding,Electronics,434.25,30%,188,1.9,1431,"Rose, Goodwin and Williams",13,#84,9.09%,False,True,,,,
Myntra,MYN_426125,Automated upward-trending approach,Electronics,306.87,45%,7209,4.6,816,"Sutton, Espinoza and Strickland",81,#55,5.75%,,,,,M,True
Meesho,MEE_592500,Open-architected tertiary strategy,Home,417.51,32%,3307,2.9,1274,Bright-Cook,47,#67,4.02%,,,,,,
Myntra,MYN_676673,Operative coherent array,Fashion,497.01,36%,904,4.3,845,Morrison and Sons,18,#61,2.31%,,,,,S,False
Amazon,AMA_495900,Profit-focused disintermediate service-desk,Beauty,62.37,33%,4775,1.2,1237,Cobb-Merritt,43,#71,1.51%,,,True,FBM,,
Amazon,AMA_878093,Synergistic impactful frame,Fashion,266.86,47%,2593,1.9,1808,Schultz and Sons,62,#8,2.87%,,,True,FBA,,
Myntra,MYN_828502,Open-source upward-trending extranet,Home,353.8,23%,8441,1.9,736,"Armstrong, Robinson and Patton",91,#42,2.51%,,,,,M,True
Amazon,AMA_344772,Proactive multi-state budgetary management,Beauty,408.89,21%,9220,4.3,1533,Thomas-Carter,8,#35,0.62%,,,True,FBA,,
Meesho,MEE_947250,Balanced motivating software,Electronics,243.77,33%,7551,1.3,1213,Tapia-Wilson,92,#78,5.38%,,,,,,
Flipkart,FLI_947940,Switchable bandwidth-monitored flexibility,Fashion,326.1,49%,790,3.1,623,Walker Group,7,#69,8.93%,True,False,,,,
Myntra,MYN_440723,Multi-channeled maximized extranet,Home,187.61,35%,1702,1.1,1719,Hayes LLC,13,#72,7.62%,,,,,XL,False
Amazon,AMA_444968,Ameliorated background extranet,Fitness,28.37,35%,3361,4.3,1880,"Hudson, Buchanan and Rose",87,#85,8.15%,,,False,FBA,,
Amazon,AMA_754714,Enterprise-wide actuating open system,Home,427.69,16%,4464,4.2,1814,Duran Ltd,61,#52,8.09%,,,False,FBA,,
Myntra,MYN_414850,Optional 3rdgeneration encoding,Electronics,216.35,33%,5843,4.9,1251,Bentley-Curry,77,#24,4.97%,,,,,XL,True
Flipkart,FLI_472495,Visionary multi-tasking function,Electronics,156.69,21%,3225,2.0,1941,Pruitt-Sparks,92,#31,6.07%,False,False,,,,
Flipkart,FLI_676825,Optional 4thgeneration infrastructure,Electronics,264.55,36%,3211,1.9,1622,"Hansen, Lopez and Pierce",57,#1,4.1%,True,False,,,,
Myntra,MYN_431595,Self-enabling next generation groupware,Home,235.94,6%,1722,3.7,1514,Evans and Sons,41,#87,8.2%,,,,,L,True
Flipkart,FLI_543784,Synergized zero-defect leverage,Fashion,395.56,5%,6690,2.8,482,"Mack, Church and Weaver",36,#67,4.61%,True,True,,,,
Flipkart,FLI_650376,Inverse 24/7 task-force,Electronics,273.28,43%,1049,2.5,1364,Moore Ltd,40,#88,2.68%,False,False,,,,
Meesho,MEE_696896,Innovative incremental paradigm,Fashion,481.37,45%,5139,3.1,792,"Rose, Wilson and Martinez",78,#100,9.79%,,,,,,
Myntra,MYN_647256,Upgradable zero-defect secured line,Beauty,276.66,14%,7335,4.9,1605,Lewis-Wright,71,#68,7.24%,,,,,S,False
Myntra,MYN_215622,Enterprise-wide executive neural-net,Electronics,381.46,16%,3947,4.5,992,"Mata, Cole and Andrade",75,#79,6.59%,,,,,XL,True
Myntra,MYN_801026,Ergonomic modular throughput,Beauty,412.53,20%,2654,2.2,1981,Gonzalez-Porter,19,#24,9.27%,,,,,XL,True
Flipkart,FLI_678018,Horizontal full-range initiative,Electronics,222.15,20%,6029,3.3,1557,Norris-Hart,99,#45,4.21%,False,False,,,,
Flipkart,FLI_900557,Exclusive 4thgeneration encoding,Fashion,345.04,40%,639,4.0,1253,Garcia-Nguyen,25,#58,6.98%,True,True,,,,
Amazon,AMA_268073,Up-sized logistical encoding,Electronics,299.61,9%,4507,1.3,1983,Carter LLC,20,#73,4.57%,,,False,FBM,,
Amazon,AMA_458688,Intuitive foreground access,Electronics,406.79,36%,3868,4.6,1912,Griffin Ltd,17,#2,6.75%,,,True,FBA,,
Amazon,AMA_153608,Ameliorated bottom-line matrix,Fashion,473.68,29%,501,3.4,1283,"Allison, Shelton and Clark",86,#91,8.71%,,,False,FBM,,
Meesho,MEE_820167,Focused national budgetary management,Fashion,321.92,36%,5910,3.2,184,Bush Group,48,#95,9.28%,,,,,,
Amazon,AMA_849900,Face-to-face local initiative,Beauty,326.27,0%,3668,3.6,1344,Garner-Walker,23,#76,2.39%,,,True,FBM,,
Flipkart,FLI_679969,Triple-buffered actuating workforce,Fitness,354.7,11%,850,4.5,1365,Jordan PLC,82,#47,5.16%,False,False,,,,
Flipkart,FLI_105548,Configurable mission-critical superstructure,Electronics,499.04,10%,7153,3.5,1482,"Henderson, Davis and Washington",47,#42,7.43%,True,False,,,,
Meesho,MEE_978267,Organized methodical conglomeration,Fashion,286.72,9%,3710,4.6,1213,"Ruiz, Higgins and Wright",73,#50,6.78%,,,,,,
Myntra,MYN_416943,Down-sized national policy,Fitness,197.63,40%,3193,3.3,983,"Allen, Smith and Downs",73,#32,4.72%,,,,,XL,False
Flipkart,FLI_679190,Programmable dedicated workforce,Home,485.46,29%,8662,1.5,621,Jordan-Glass,59,#47,7.81%,False,True,,,,
Myntra,MYN_457904,Total zero tolerance capacity,Electronics,105.86,8%,6177,2.0,887,Zamora Ltd,78,#62,4.07%,,,,,M,False
Myntra,MYN_214197,Automated homogeneous hub,Fashion,31.45,22%,3770,4.7,1371,"Johns, Cook and Rivera",2,#37,7.48%,,,,,M,False
Meesho,MEE_950118,Reverse-engineered dynamic moderator,Home,253.11,31%,4384,3.9,1709,"Rodriguez, Martin and Lowe",89,#28,5.45%,,,,,,
Meesho,MEE_448410,Fully-configurable responsive conglomeration,Fitness,316.03,30%,4461,1.4,1867,"Alexander, Harding and Gordon",41,#74,3.26%,,,,,,
Flipkart,FLI_441425,User-centric stable system engine,Home,186.35,36%,1360,4.7,799,Atkinson PLC,57,#67,8.96%,True,True,,,,
Flipkart,FLI_293182,Front-line bottom-line parallelism,Beauty,368.79,10%,9378,3.3,1150,Bishop-Fernandez,39,#10,7.62%,False,False,,,,
Myntra,MYN_639208,Exclusive encompassing instruction set,Fitness,10.02,34%,5117,3.1,737,Smith-King,43,#7,0.54%,,,,,M,True
Flipkart,FLI_327560,Assimilated 24hour archive,Electronics,340.47,45%,7442,1.4,1786,"Leach, Marshall and Moore",0,#35,2.03%,True,True,,,,
Flipkart,FLI_580855,Compatible human-resource portal,Fitness,86.25,21%,5793,3.1,45,"Miller, Pineda and Sherman",52,#100,7.89%,False,False,,,,
Meesho,MEE_557419,Secured next generation definition,Beauty,467.5,44%,2027,2.0,1780,Jones LLC,1,#43,5.95%,,,,,,
Myntra,MYN_734121,Business-focused grid-enabled service-desk,Fitness,225.66,34%,2718,2.2,1098,Potter-Mcdonald,69,#11,2.46%,,,,,L,False
Amazon,AMA_638863,Seamless 24/7 website,Fitness,59.06,7%,2426,1.6,590,Palmer-Cabrera,68,#14,1.41%,,,True,FBA,,
Meesho,MEE_202590,Quality-focused systemic product,Fitness,120.88,2%,2284,4.9,783,Shields-Guerrero,88,#20,4.33%,,,,,,
Myntra,MYN_898018,Persevering tertiary paradigm,Fitness,31.39,5%,3328,4.0,1507,"Mccann, Weiss and Johnson",1,#4,1.45%,,,,,L,False
Myntra,MYN_966028,Persistent scalable hardware,Fashion,389.25,12%,4531,3.0,1839,"Frye, Moses and Garcia",88,#50,6.86%,,,,,S,False
Amazon,AMA_438320,Monitored static projection,Fashion,196.8,3%,7842,4.9,1505,"Ferrell, Booth and Rogers",95,#43,6.25%,,,True,FBA,,
Flipkart,FLI_673506,Proactive dynamic capability,Electronics,196.5,45%,5444,3.7,1882,Bates-Clark,46,#45,0.89%,False,True,,,,
Myntra,MYN_534610,Upgradable radical open architecture,Fitness,89.57,17%,9010,2.6,1977,"Terrell, Johnson and Brown",20,#47,1.67%,,,,,M,False
Flipkart,FLI_440075,Diverse context-sensitive hub,Home,104.98,49%,8202,4.7,1825,Baker-Johnson,57,#100,9.31%,True,True,,,,
Myntra,MYN_133665,Distributed scalable firmware,Electronics,138.79,7%,7152,1.1,1710,"Parker, Hernandez and Wong",5,#39,3.81%,,,,,M,False
Meesho,MEE_337236,Visionary disintermediate approach,Fashion,387.67,28%,4355,3.6,933,"Deleon, Moon and Alexander",90,#68,3.86%,,,,,,
Flipkart,FLI_142593,Vision-oriented zero-defect info-mediaries,Home,163.11,47%,6788,3.0,541,Taylor-Rosario,34,#78,2.47%,False,False,,,,
Myntra,MYN_383483,Reduced foreground forecast,Electronics,222.12,15%,5851,1.3,792,"Sparks, Jones and Hicks",4,#24,6.36%,,,,,S,True
Myntra,MYN_869260,Re-contextualized methodical analyzer,Electronics,483.24,23%,4589,2.6,684,Rhodes LLC,100,#81,9.61%,,,,,M,True
Amazon,AMA_199680,Integrated 24/7 ability,Fitness,7.96,29%,1056,4.4,453,Soto PLC,9,#7,6.65%,,,True,FBM,,
Amazon,AMA_548027,Multi-tiered value-added synergy,Beauty,289.41,48%,5965,3.6,539,"Sullivan, Burgess and Conley",7,#58,8.66%,,,True,FBA,,
Amazon,AMA_416582,Ameliorated 5thgeneration Internet solution,Home,58.5,18%,2342,1.7,167,"Miller, Lopez and White",37,#39,1.11%,,,True,FBM,,
Flipkart,FLI_880943,Streamlined disintermediate moderator,Beauty,52.91,28%,1392,3.0,170,"Johnson, Padilla and Jones",73,#8,9.41%,False,True,,,,
Amazon,AMA_998208,Enterprise-wide full-range approach,Electronics,181.11,31%,7836,4.1,240,"Fowler, Combs and Rodriguez",68,#9,1.06%,,,False,FBM,,
Myntra,MYN_672331,Reactive disintermediate parallelism,Electronics,173.22,14%,4281,4.7,212,Hobbs-Clay,80,#15,7.18%,,,,,XL,False
Flipkart,FLI_782742,Synergized client-driven moderator,Fashion,304.99,2%,6287,2.9,328,Gilmore Ltd,19,#89,5.53%,False,True,,,,
Amazon,AMA_804582,Streamlined 6thgeneration portal,Fitness,383.49,3%,1666,4.3,1182,"Hall, Villanueva and Phillips",41,#82,5.14%,,,True,FBA,,
Meesho,MEE_129493,Inverse methodical policy,Home,125.84,12%,6952,3.0,1807,Sullivan-Frye,64,#82,1.85%,,,,,,
Meesho,MEE_995158,Multi-lateral intermediate middleware,Electronics,475.51,27%,3943,2.7,1520,Kent-Campbell,36,#41,3.54%,,,,,,
Meesho,MEE_247757,Compatible analyzing emulation,Home,210.57,15%,8459,4.2,796,Carter Inc,31,#18,7.78%,,,,,,
Amazon,AMA_201657,Future-proofed 6thgeneration Local Area Network,Fitness,275.07,34%,7760,3.4,1122,"Paul, Barajas and Wilson",94,#19,8.18%,,,False,FBA,,
Flipkart,FLI_350257,Decentralized human-resource strategy,Beauty,331.81,29%,9983,4.3,680,Allen-Trevino,94,#26,7.38%,False,False,,,,
Myntra,MYN_674827,Fully-configurable bi-directional forecast,Fitness,330.63,28%,440,2.8,401,"Hill, Sanchez and Gilbert",97,#7,7.82%,,,,,M,False
Meesho,MEE_254885,Exclusive national support,Home,303.75,25%,5233,2.3,1459,Anderson-Lucero,65,#10,4.59%,,,,,,
Flipkart,FLI_668274,Seamless analyzing framework,Home,56.73,8%,637,3.3,327,Ortega-Butler,25,#94,5.77%,True,True,,,,
Myntra,MYN_763560,Front-line bifurcated attitude,Beauty,222.98,28%,3245,4.5,629,Esparza PLC,41,#67,3.16%,,,,,S,True
Flipkart,FLI_503711,User-friendly transitional utilization,Fitness,471.12,34%,8309,4.2,575,Malone PLC,42,#79,7.65%,True,False,,,,
Meesho,MEE_295498,Persevering foreground migration,Beauty,475.81,29%,1923,1.6,210,Page and Sons,40,#19,6.68%,,,,,,
Myntra,MYN_773304,Organic 24/7 Graphic Interface,Electronics,442.9,10%,1473,4.8,531,Ramirez-White,82,#58,9.38%,,,,,M,True
Meesho,MEE_938893,Networked 24/7 knowledgebase,Electronics,378.08,41%,8430,1.9,1220,Stevens-Martinez,54,#45,2.16%,,,,,,
Myntra,MYN_440297,Down-sized stable website,Beauty,64.91,11%,8014,3.3,8,Ferrell Inc,19,#85,5.08%,,,,,S,True
Amazon,AMA_870340,User-friendly background utilization,Beauty,280.2,36%,5487,4.9,1504,Shelton and Sons,49,#62,6.04%,,,True,FBA,,
Myntra,MYN_249767,Optimized 6thgeneration array,Home,338.36,22%,4043,1.5,1488,Roberts and Sons,5,#29,5.53%,,,,,S,False
Myntra,MYN_529548,Open-source fault-tolerant implementation,Electronics,116.01,45%,4137,1.1,1527,Williams and Sons,51,#85,6.96%,,,,,L,True
Meesho,MEE_521066,Exclusive modular focus group,Beauty,304.25,22%,3706,2.1,187,Goodman and Sons,9,#85,5.7%,,,,,,
Meesho,MEE_217147,Stand-alone methodical definition,Fashion,264.59,0%,6960,1.4,710,"Lee, Stevens and Gonzales",47,#72,0.14%,,,,,,
Amazon,AMA_273913,User-centric next generation task-force,Fashion,66.06,30%,5708,4.2,1178,Hudson-Dixon,60,#96,1.21%,,,False,FBA,,
Flipkart,FLI_515202,Total neutral ability,Fitness,110.67,29%,3528,4.8,742,"Perez, Harris and Davis",26,#95,4.04%,False,False,,,,
Myntra,MYN_298869,Synergized asynchronous pricing structure,Fashion,179.61,25%,4575,3.5,141,Fleming-Martinez,40,#78,8.98%,,,,,M,False
Myntra,MYN_309893,Self-enabling scalable open system,Home,416.85,20%,1269,4.9,1651,Mccall Ltd,45,#46,7.9%,,,,,S,False
Myntra,MYN_500222,Robust exuding process improvement,Fashion,282.01,4%,8859,1.3,981,Torres Inc,50,#56,7.7%,,,,,L,True
Flipkart,FLI_527844,Distributed attitude-oriented knowledgebase,Fitness,269.89,22%,3505,1.3,530,Smith LLC,86,#76,5.84%,True,True,,,,
Amazon,AMA_835214,Optimized mission-critical protocol,Fashion,278.42,50%,5187,4.6,1071,Gilmore LLC,1,#16,3.95%,,,True,FBA,,
Myntra,MYN_819487,Profound multi-tasking emulation,Fitness,176.98,24%,4762,3.0,203,Martinez Ltd,35,#51,0.35%,,,,,XL,True
Myntra,MYN_493118,Realigned next generation info-mediaries,Home,422.35,44%,8627,4.8,1769,Hernandez LLC,45,#32,0.99%,,,,,S,False
Myntra,MYN_225675,Synergized didactic focus group,Fitness,476.76,39%,6483,4.6,92,Lawrence-Miller,95,#20,4.18%,,,,,L,False
Amazon,AMA_272798,Sharable global synergy,Home,9.98,34%,4017,2.3,1684,"Evans, Lutz and Clark",42,#64,4.68%,,,False,FBA,,
Flipkart,FLI_201756,Team-oriented systematic flexibility,Home,214.11,39%,3568,3.2,677,Johnson-Carlson,3,#75,5.99%,False,False,,,,
Meesho,MEE_729320,Centralized empowering pricing structure,Home,43.94,35%,3744,2.7,1646,Gonzalez PLC,93,#73,4.42%,,,,,,
Amazon,AMA_677736,Diverse holistic open architecture,Fitness,312.39,50%,5757,3.0,1564,Harris LLC,62,#18,7.71%,,,True,FBA,,
Flipkart,FLI_884168,Virtual background middleware,Fashion,158.97,35%,7690,3.2,1983,Davis Inc,100,#53,6.6%,False,False,,,,
Amazon,AMA_719968,Face-to-face bandwidth-monitored projection,Home,177.61,40%,3764,3.9,1293,Booker Inc,34,#90,4.11%,,,False,FBA,,
Flipkart,FLI_899477,Customizable 3rdgeneration attitude,Home,392.88,50%,4392,1.7,258,"Lopez, Matthews and Campbell",75,#57,3.69%,True,False,,,,
Amazon,AMA_971822,Ameliorated directional service-desk,Beauty,19.22,30%,1988,4.9,1605,Pittman LLC,36,#64,5.05%,,,False,FBA,,
Amazon,AMA_375897,Synchronized bi-directional success,Electronics,7.82,19%,6829,3.2,1311,"Mccoy, Lopez and Lindsey",52,#62,2.44%,,,False,FBA,,
Myntra,MYN_545612,Optimized cohesive secured line,Electronics,26.96,6%,9449,4.5,1821,Romero Group,91,#73,1.56%,,,,,L,False
Flipkart,FLI_461986,Business-focused attitude-oriented synergy,Electronics,295.98,25%,3447,4.4,968,White-Scott,99,#73,4.49%,True,True,,,,
Flipkart,FLI_975460,Up-sized analyzing strategy,Beauty,13.5,43%,3178,4.2,1621,Estes Ltd,36,#40,6.75%,False,True,,,,
Meesho,MEE_519973,Right-sized foreground superstructure,Fashion,390.39,2%,4938,4.4,56,Gray PLC,82,#36,0.72%,,,,,,
Flipkart,FLI_408635,Triple-buffered incremental concept,Home,202.1,9%,6157,4.2,1869,Hill-Chavez,62,#20,7.67%,False,False,,,,
Flipkart,FLI_607292,Quality-focused radical capability,Fitness,421.29,6%,861,4.9,1901,Townsend Group,96,#40,8.34%,False,True,,,,
Flipkart,FLI_718809,Grass-roots user-facing extranet,Electronics,168.5,2%,1238,2.7,1548,Cummings and Sons,35,#11,7.63%,True,False,,,,
